,V1,V2
3789,1380,1380
3790,1380,1701
3791,1380,1763
3792,1381,1381
3793,1381,1733
3794,1381,1404
3795,1381,1041
3796,1382,1382
3797,1382,1732
3798,1382,1558
3799,1382,1353
3800,1383,1383
3801,1383,1033
3802,1384,1384
3803,1384,973
3804,1384,1667
3805,1384,1556
3806,1384,916
3807,1385,1385
3808,1385,1727
3809,1385,1318
3810,1385,1600
3811,1386,1386
3812,1386,1676
3813,1386,933
3814,1386,973
3815,1386,1266
3816,1387,1387
3817,1387,1408
3818,1387,1064
3819,1387,1773
3820,1388,1388
3821,1389,1389
3822,1389,1146
3823,1389,1208
3824,1389,1317
3825,1390,1390
3826,1390,236
3827,1390,1571
3828,1391,1391
3829,1391,56
3830,1391,325
3831,1392,1392
3832,1393,1393
3833,1393,939
3834,1393,1652
3835,1394,1394
3836,1394,1360
3837,1394,1281
3838,1394,42
3839,1395,1395
3840,1396,1396
3841,1396,915
3842,1396,1038
3843,1396,1730
3844,1396,1372
3845,1397,1397
3846,1397,1680
3847,1397,727
3848,1398,1398
3849,1398,1679
3850,1399,1399
3851,1399,104
3852,1400,1400
3853,1400,948
3854,1400,966
3855,1401,1401
3856,1402,1402
3857,1402,1373
3858,1402,926
3859,1403,1403
3860,1404,1404
3861,1404,1381
3862,1404,932
3863,1404,1041
3864,1404,1733
3865,1405,1405
3866,1405,1784
3867,1405,592
3868,1406,1406
3869,1406,1223
3870,1406,1498
3871,1406,1153
3872,1406,936
3873,1407,1407
3874,1407,1519
3875,1408,1408
3876,1408,1387
3877,1409,1409
3878,1410,1410
3879,1410,1321
3880,1410,1583
3881,1410,945
3882,1411,1411
3883,1412,1412
3884,1413,1413
3885,1414,1414
3886,1414,1364
3887,1415,1415
3888,1415,784
3889,1416,1416
3890,1416,1603
3891,1417,1417
3892,1417,1326
3893,1417,612
3894,1417,1041
3895,1418,1418
3896,1418,1049
3897,1418,1625
3898,1418,1739
3899,1419,1419
3900,1420,1420
3901,1420,1796
3902,1421,1421
3903,1422,1422
3904,1422,1654
3905,1423,1423
3906,1424,1424
3907,1424,1297
3908,1425,1425
3909,1426,1426
3910,1426,121
3911,1427,1427
3912,1427,376
3913,1427,169
3914,1427,415
3915,1428,1428
3916,1429,1429
3917,1430,1430
3918,1431,1431
3919,1431,1053
3920,1432,1432
3921,1433,1433
3922,1433,1105
3923,1434,1434
3924,1435,1435
3925,1436,1436
3926,1436,554
3927,1436,361
3928,1436,1330
3929,1437,1437
3930,1437,1730
3931,1438,1438
3932,1439,1439
3933,1439,1095
3934,1439,837
3935,1440,1440
3936,1440,1351
3937,1441,1441
3938,1442,1442
3939,1443,1443
3940,1443,757
3941,1444,1444
3942,1445,1445
3943,1445,120
3944,1445,163
3945,1446,1446
3946,1446,1309
3947,1447,1447
3948,1448,1448
3949,1448,1663
3950,1449,1449
3951,1449,1593
3952,1449,1421
3953,1450,1450
3954,1450,1444
3955,1451,1451
3956,1452,1452
3957,1453,1453
3958,1453,976
3959,1453,970
3960,1453,1596
3961,1454,1454
3962,1455,1455
3963,1455,1363
3964,1455,1766
3965,1456,1456
3966,1456,1159
3967,1456,1117
3968,1456,807
3969,1456,822
3970,1457,1457
3971,1457,1116
3972,1457,1489
3973,1457,807
3974,1458,1458
3975,1459,1459
3976,1459,1725
3977,1459,830
3978,1459,1500
3979,1459,1199
3980,1460,1460
3981,1460,822
3982,1460,1121
3983,1460,1159
3984,1461,1461
3985,1461,1189
3986,1461,1464
3987,1462,1462
3988,1462,885
3989,1463,1463
3990,1463,7
3991,1463,964
3992,1463,1269
3993,1464,1464
3994,1464,1461
3995,1464,1116
3996,1464,1123
3997,1465,1465
3998,1465,1120
3999,1465,1168
4000,1466,1466
4001,1466,4
4002,1466,278
4003,1466,20
4004,1467,1467
4005,1467,1519
4006,1468,1468
4007,1468,1283
4008,1468,922
4009,1469,1469
4010,1469,1259
4011,1469,1318
4012,1469,846
4013,1469,12
4014,1470,1470
4015,1470,1014
4016,1470,823
4017,1470,1120
4018,1471,1471
4019,1471,818
4020,1472,1472
4021,1472,1496
4022,1472,842
4023,1473,1473
4024,1473,906
4025,1473,1512
4026,1474,1474
4027,1474,931
4028,1474,1606
4029,1474,866
4030,1475,1475
4031,1475,1546
4032,1476,1476
4033,1476,840
4034,1476,5
4035,1477,1477
4036,1478,1478
4037,1479,1479
4038,1479,1589
4039,1480,1480
4040,1481,1481
4041,1481,576
4042,1481,1483
4043,1482,1482
4044,1482,1486
4045,1482,877
4046,1482,1495
4047,1483,1483
4048,1483,1157
4049,1483,1481
4050,1483,1486
4051,1483,1585
4052,1484,1484
4053,1484,1165
4054,1485,1485
4055,1485,807
4056,1485,1497
4057,1485,1134
4058,1486,1486
4059,1486,1482
4060,1486,1483
4061,1486,877
4062,1486,1132
4063,1487,1487
4064,1487,1225
4065,1487,1501
4066,1487,354
4067,1487,970
4068,1488,1488
4069,1488,1520
4070,1489,1489
4071,1489,5
4072,1489,1457
4073,1490,1490
4074,1491,1491
4075,1491,909
4076,1492,1492
4077,1492,1156
4078,1492,1623
4079,1492,913
4080,1493,1493
4081,1493,1228
4082,1493,1251
4083,1493,1159
4084,1494,1494
4085,1494,1141
4086,1494,868
4087,1495,1495
4088,1495,854
4089,1495,1482
4090,1496,1496
4091,1496,1472
4092,1496,1180
4093,1496,1509
4094,1497,1497
4095,1497,933
4096,1497,1186
4097,1497,1485
4098,1497,1506
4099,1498,1498
4100,1498,1223
4101,1498,1535
4102,1499,1499
4103,1499,1233
4104,1500,1500
4105,1500,1694
4106,1500,1523
4107,1500,1459
4108,1500,1274
4109,1501,1501
4110,1501,848
4111,1501,1487
4112,1501,1225
4113,1502,1502
4114,1502,814
4115,1503,1503
4116,1503,1073
4117,1503,1525
4118,1503,978
4119,1503,887
4120,1504,1504
4121,1505,1505
4122,1505,1250
4123,1505,830
4124,1506,1506
4125,1506,1116
4126,1506,1497
4127,1507,1507
4128,1507,1569
4129,1507,7
4130,1507,1531
4131,1508,1508
4132,1508,1201
4133,1509,1509
4134,1509,1496
4135,1509,928
4136,1510,1510
4137,1510,1124
4138,1511,1511
4139,1511,1347
4140,1511,1278
4141,1511,811
4142,1512,1512
4143,1512,1473
4144,1512,877
4145,1512,899
4146,1513,1513
4147,1514,1514
4148,1514,889
4149,1514,1583
4150,1515,1515
4151,1515,1144
4152,1515,1224
4153,1515,1540
4154,1516,1516
4155,1516,1606
4156,1516,960
4157,1516,888
4158,1517,1517
4159,1517,857
4160,1517,841
4161,1517,1073
4162,1518,1518
4163,1519,1519
4164,1519,840
4165,1520,1520
4166,1520,1488
4167,1521,1521
4168,1521,1136
4169,1521,1622
4170,1521,568
4171,1521,299
4172,1522,1522
4173,1522,987
4174,1522,1276
4175,1522,1140
4176,1523,1523
4177,1524,1524
4178,1524,886
4179,1525,1525
4180,1525,1503
4181,1525,1165
4182,1525,817
4183,1526,1526
4184,1527,1527
4185,1527,948
4186,1527,868
4187,1527,1200
4188,1528,1528
4189,1529,1529
4190,1529,1040
4191,1530,1530
4192,1530,1163
4193,1531,1531
4194,1531,845
4195,1531,1507
4196,1532,1532
4197,1532,832
4198,1533,1533
4199,1533,972
4200,1534,1534
4201,1534,876
4202,1534,1349
4203,1534,1558
4204,1535,1535
4205,1535,1630
4206,1535,936
4207,1536,1536
4208,1536,835
4209,1537,1537
4210,1538,1538
4211,1538,1306
4212,1539,1539
4213,1539,1166
4214,1539,961
4215,1539,941
4216,1540,1540
4217,1540,1162
4218,1540,1515
4219,1541,1541
4220,1541,1565
4221,1541,1213
4222,1541,1569
4223,1542,1542
4224,1542,924
4225,1542,1241
4226,1543,1543
4227,1543,1354
4228,1543,1298
4229,1544,1544
4230,1544,935
4231,1544,918
4232,1545,1545
4233,1546,1546
4234,1546,1475
4235,1546,1130
4236,1546,1722
4237,1546,1276
4238,1547,1547
4239,1547,1137
4240,1547,978
4241,1548,1548
4242,1548,1055
4243,1548,1331
4244,1548,920
4245,1548,1124
4246,1549,1549
4247,1549,972
4248,1549,1335
4249,1549,1236
4250,1550,1550
4251,1551,1551
4252,1551,878
4253,1551,1308
4254,1552,1552
4255,1553,1553
4256,1553,1233
4257,1553,1280
4258,1554,1554
4259,1554,998
4260,1554,1126
4261,1555,1555
4262,1555,1315
4263,1555,1234
4264,1556,1556
4265,1556,1373
4266,1556,1384
4267,1556,1021
4268,1557,1557
4269,1558,1558
4270,1558,1382
4271,1558,1534
4272,1558,1276
4273,1559,1559
4274,1559,1251
4275,1559,869
4276,1559,893
4277,1559,954
4278,1560,1560
4279,1560,999
4280,1560,1273
4281,1560,874
4282,1560,866
4283,1561,1561
4284,1561,1256
4285,1561,1594
4286,1561,1306
4287,1562,1562
4288,1562,835
4289,1562,276
4290,1562,810
4291,1563,1563
4292,1563,1573
4293,1563,1211
4294,1564,1564
4295,1564,817
4296,1564,1608
4297,1565,1565
4298,1565,1541
4299,1565,1187
4300,1565,1569
4301,1566,1566
4302,1567,1567
4303,1567,880
4304,1567,984
4305,1567,1597
4306,1567,1002
4307,1568,1568
4308,1568,1183
4309,1568,1216
4310,1569,1569
4311,1569,925
4312,1569,1541
4313,1569,1565
4314,1569,1507
4315,1570,1570
4316,1570,871
4317,1570,1167
4318,1571,1571
4319,1571,983
4320,1571,1270
4321,1571,288
4322,1572,1572
4323,1573,1573
4324,1573,1211
4325,1573,1563
4326,1573,1507
4327,1573,1587
4328,1574,1574
4329,1574,832
4330,1574,893
4331,1575,1575
4332,1575,1613
4333,1575,1601
4334,1576,1576
4335,1576,812
4336,1576,892
4337,1577,1577
4338,1577,864
4339,1577,1649
4340,1577,1170
4341,1578,1578
4342,1578,381
4343,1578,1019
4344,1579,1579
4345,1579,1045
4346,1579,330
4347,1579,1021
4348,1580,1580
4349,1580,1014
4350,1580,1470
4351,1581,1581
4352,1581,911
4353,1581,1591
4354,1582,1582
4355,1582,1357
4356,1582,1648
4357,1582,895
4358,1583,1583
4359,1583,889
4360,1583,945
4361,1583,1410
4362,1583,1514
4363,1584,1584
4364,1585,1585
4365,1585,1148
4366,1585,822
4367,1585,1189
4368,1585,1483
4369,1586,1586
4370,1586,924
4371,1586,942
4372,1587,1587
4373,1587,814
4374,1587,891
4375,1587,1573
4376,1588,1588
4377,1588,1669
4378,1588,891
4379,1588,1630
4380,1589,1589
4381,1589,827
4382,1589,1479
4383,1590,1590
4384,1590,1175
4385,1591,1591
4386,1591,1581
4387,1591,869
4388,1591,954
4389,1592,1592
4390,1592,1197
4391,1592,912
4392,1592,1225
4393,1592,1170
4394,1593,1593
4395,1594,1594
4396,1594,1561
4397,1595,1595
4398,1595,1246
4399,1596,1596
4400,1596,970
4401,1596,1351
4402,1596,976
4403,1596,1453
4404,1597,1597
4405,1597,880
4406,1597,852
4407,1597,1567
4408,1597,1306
4409,1598,1598
4410,1598,1272
4411,1599,1599
4412,1599,1257
4413,1599,1700
4414,1600,1600
4415,1600,1385
4416,1601,1601
4417,1601,918
4418,1602,1602
4419,1602,987
4420,1602,930
4421,1602,871
4422,1603,1603
4423,1603,1200
4424,1603,907
4425,1603,1416
4426,1604,1604
4427,1604,961
4428,1604,989
4429,1604,1257
4430,1604,1644
4431,1605,1605
4432,1606,1606
4433,1606,1516
4434,1606,1474
4435,1607,1607
4436,1608,1608
4437,1608,828
4438,1608,1031
4439,1608,1564
4440,1608,1238
4441,1609,1609
4442,1609,1208
4443,1609,1049
4444,1609,968
4445,1610,1610
4446,1610,820
4447,1610,1731
4448,1611,1611
4449,1611,860
4450,1611,960
4451,1611,817
4452,1612,1612
4453,1612,1729
4454,1612,1716
4455,1612,1365
4456,1612,963
4457,1613,1613
4458,1613,1575
4459,1613,812
4460,1614,1614
4461,1615,1615
4462,1615,1190
4463,1615,1495
4464,1616,1616
4465,1616,1053
4466,1616,1052
4467,1616,1008
4468,1616,1034
4469,1617,1617
4470,1618,1618
4471,1618,1028
4472,1619,1619
4473,1619,992
4474,1620,1620
4475,1620,1785
4476,1620,1708
4477,1620,1030
4478,1621,1621
4479,1622,1622
4480,1622,1521
4481,1622,1136
4482,1622,1068
4483,1623,1623
4484,1623,947
4485,1623,1492
4486,1624,1624
4487,1624,1685
4488,1624,1201
4489,1625,1625
4490,1625,1739
4491,1625,1418
4492,1626,1626
4493,1626,1775
4494,1627,1627
4495,1627,1260
4496,1627,993
4497,1627,1255
4498,1628,1628
4499,1629,1629
4500,1630,1630
4501,1630,1535
4502,1630,1731
4503,1631,1631
4504,1631,1245
4505,1631,913
4506,1631,922
4507,1632,1632
4508,1633,1633
4509,1633,880
4510,1633,1289
4511,1634,1634
4512,1635,1635
4513,1635,1205
4514,1635,1146
4515,1635,1739
4516,1636,1636
4517,1636,951
4518,1637,1637
4519,1637,1800
4520,1637,1132
4521,1638,1638
4522,1638,1505
4523,1638,1160
4524,1638,1250
4525,1639,1639
4526,1639,1778
4527,1640,1640
4528,1640,1035
4529,1641,1641
4530,1641,1679
4531,1641,1239
4532,1641,942
4533,1641,15
4534,1642,1642
4535,1643,1643
4536,1643,1712
4537,1644,1644
4538,1644,1604
4539,1644,974
4540,1644,1677
4541,1645,1645
4542,1645,1670
4543,1645,1367
4544,1646,1646
4545,1646,1680
4546,1646,759
4547,1646,1087
4548,1647,1647
4549,1647,1125
4550,1648,1648
4551,1648,1582
4552,1649,1649
4553,1649,863
4554,1649,89
4555,1649,1577
4556,1650,1650
4557,1650,642
4558,1651,1651
4559,1651,343
4560,1652,1652
4561,1652,1393
4562,1652,1280
4563,1652,1213
4564,1653,1653
4565,1654,1654
4566,1654,1009
4567,1655,1655
4568,1655,102
4569,1655,1068
4570,1655,299
4571,1656,1656
4572,1656,1012
4573,1656,1048
4574,1657,1657
4575,1657,1018
4576,1658,1658
4577,1658,1732
4578,1658,888
4579,1659,1659
4580,1659,343
4581,1659,1307
4582,1660,1660
4583,1660,1353
4584,1660,1341
4585,1660,956
4586,1661,1661
4587,1661,1210
4588,1662,1662
4589,1662,948
4590,1662,970
4591,1663,1663
4592,1663,1170
4593,1663,1448
4594,1664,1664
4595,1664,97
4596,1664,433
4597,1665,1665
4598,1665,1030
4599,1665,1693
4600,1665,1029
4601,1666,1666
4602,1667,1667
4603,1667,1384
4604,1667,1729
4605,1667,973
4606,1667,1338
4607,1668,1668
4608,1668,1140
4609,1668,876
4610,1669,1669
4611,1669,1588
4612,1670,1670
4613,1670,1645
4614,1671,1671
4615,1672,1672
4616,1672,1684
4617,1672,1270
4618,1672,1327
4619,1673,1673
4620,1673,826
4621,1674,1674
4622,1674,1741
4623,1674,1692
4624,1675,1675
4625,1675,1374
4626,1676,1676
4627,1677,1677
4628,1677,974
4629,1677,1208
4630,1677,1644
4631,1677,989
4632,1678,1678
4633,1679,1679
4634,1679,1641
4635,1679,1398
4636,1680,1680
4637,1680,962
4638,1681,1681
4639,1681,1685
4640,1681,1694
4641,1682,1682
4642,1682,1001
4643,1682,1011
4644,1683,1683
4645,1684,1684
4646,1684,1672
4647,1684,1270
4648,1684,1729
4649,1684,1327
4650,1685,1685
4651,1685,1624
4652,1685,1681
4653,1685,1274
4654,1686,1686
4655,1686,1045
4656,1687,1687
4657,1687,77
4658,1687,230
4659,1688,1688
4660,1688,1083
4661,1688,1739
4662,1689,1689
4663,1689,918
4664,1689,1153
4665,1689,1731
4666,1690,1690
4667,1690,1692
4668,1690,1763
4669,1691,1691
4670,1692,1692
4671,1692,1690
4672,1692,1674
4673,1692,1741
4674,1692,1757
4675,1693,1693
4676,1693,1665
4677,1693,1265
4678,1693,1030
4679,1694,1694
4680,1694,1500
4681,1694,1274
4682,1694,1681
4683,1695,1695
4684,1695,1529
4685,1695,856
4686,1696,1696
4687,1696,343
4688,1697,1697
4689,1697,1836
4690,1697,1685
4691,1698,1698
4692,1699,1699
4693,1700,1700
4694,1700,1356
4695,1700,1366
4696,1700,1227
4697,1700,1599
4698,1701,1701
4699,1701,1380
4700,1702,1702
4701,1703,1703
4702,1704,1704
4703,1704,1490
4704,1704,1118
4705,1704,187
4706,1705,1705
4707,1705,678
4708,1706,1706
4709,1706,1488
4710,1707,1707
4711,1707,1774
4712,1708,1708
4713,1708,1620
4714,1709,1709
4715,1710,1710
4716,1710,1771
4717,1711,1711
4718,1712,1712
4719,1712,1643
4720,1713,1713
4721,1714,1714
4722,1714,1757
4723,1715,1715
4724,1715,1188
4725,1715,884
4726,1716,1716
4727,1716,1365
4728,1716,1612
4729,1717,1717
4730,1718,1718
4731,1719,1719
4732,1719,968
4733,1720,1720
4734,1721,1721
4735,1722,1722
4736,1722,956
4737,1722,1163
4738,1722,1546
4739,1723,1723
4740,1724,1724
4741,1725,1725
4742,1725,1459
4743,1726,1726
4744,1727,1727
4745,1727,1385
4746,1727,1062
4747,1728,1728
4748,1729,1729
4749,1729,1612
4750,1729,1667
4751,1729,1258
4752,1729,1684
4753,1730,1730
4754,1730,1437
4755,1730,1396
4756,1730,1106
4757,1730,1038
4758,1731,1731
4759,1731,1630
4760,1731,1610
4761,1731,1689
4762,1732,1732
4763,1732,1382
4764,1732,1658
4765,1732,1353
4766,1732,1558
4767,1733,1733
4768,1733,1381
4769,1733,932
4770,1733,1404
4771,1734,1734
4772,1735,1735
4773,1736,1736
4774,1737,1737
4775,1738,1738
4776,1739,1739
4777,1739,1625
4778,1739,1688
4779,1739,1418
4780,1739,1635
4781,1740,1740
4782,1740,1337
4783,1741,1741
4784,1741,1674
4785,1741,1692
4786,1742,1742
4787,1742,1366
4788,1743,1743
4789,1744,1744
4790,1745,1745
4791,1745,1754
4792,1745,1763
4793,1746,1746
4794,1747,1747
4795,1747,1794
4796,1747,1280
4797,1748,1748
4798,1748,748
4799,1749,1749
4800,1749,1830
4801,1749,1280
4802,1749,855
4803,1750,1750
4804,1750,1817
4805,1750,1086
4806,1751,1751
4807,1751,1792
4808,1752,1752
4809,1752,1724
4810,1753,1753
4811,1754,1754
4812,1754,1745
4813,1754,1757
4814,1755,1755
4815,1755,1282
4816,1756,1756
4817,1756,1819
4818,1757,1757
4819,1757,1714
4820,1757,1754
4821,1757,1692
4822,1757,1763
4823,1758,1758
4824,1759,1759
4825,1760,1760
4826,1760,1206
4827,1760,1093
4828,1761,1761
4829,1762,1762
4830,1762,1566
4831,1763,1763
4832,1763,1380
4833,1763,1690
4834,1763,1745
4835,1763,1757
4836,1764,1764
4837,1764,16
4838,1764,1819
4839,1765,1765
4840,1765,387
4841,1766,1766
4842,1766,657
4843,1766,1455
4844,1767,1767
4845,1768,1768
4846,1769,1769
4847,1769,1747
4848,1770,1770
4849,1771,1771
4850,1771,1710
4851,1771,1782
4852,1772,1772
4853,1773,1773
4854,1773,1262
4855,1773,1387
4856,1774,1774
4857,1774,1707
4858,1775,1775
4859,1775,1626
4860,1776,1776
4861,1777,1777
4862,1777,774
4863,1778,1778
4864,1778,1639
4865,1779,1779
4866,1779,1806
4867,1779,1835
4868,1779,1825
4869,1779,1826
4870,1780,1780
4871,1781,1781
4872,1782,1782
4873,1782,1710
4874,1782,1771
4875,1782,532
4876,1783,1783
4877,1783,1076
4878,1783,1224
4879,1784,1784
4880,1784,1405
4881,1784,51
4882,1785,1785
4883,1785,1620
4884,1785,940
4885,1786,1786
4886,1787,1787
4887,1788,1788
4888,1788,387
4889,1789,1789
4890,1790,1790
4891,1790,1796
4892,1791,1791
4893,1791,1713
4894,1791,635
4895,1792,1792
4896,1792,845
4897,1793,1793
4898,1794,1794
4899,1794,1747
4900,1794,1206
4901,1795,1795
4902,1795,703
4903,1795,411
4904,1795,485
4905,1796,1796
4906,1797,1797
4907,1798,1798
4908,1799,1799
4909,1800,1800
4910,1800,1637
4911,1801,1801
4912,1802,1802
4913,1803,1803
4914,1804,1804
4915,1804,1812
4916,1805,1805
4917,1805,1187
4918,1806,1806
4919,1806,1826
4920,1806,1835
4921,1806,1779
4922,1806,1825
4923,1807,1807
4924,1807,1839
4925,1807,435
4926,1807,1819
4927,1807,249
4928,1808,1808
4929,1809,1809
4930,1809,1553
4931,1810,1810
4932,1810,1774
4933,1810,1792
4934,1811,1811
4935,1811,1340
4936,1811,1652
4937,1812,1812
4938,1812,1804
4939,1812,1747
4940,1812,1809
4941,1812,1774
4942,1813,1813
4943,1813,1796
4944,1814,1814
4945,1814,1300
4946,1814,1325
4947,1815,1815
4948,1815,1097
4949,1816,1816
4950,1817,1817
4951,1817,1750
4952,1817,1093
4953,1818,1818
4954,1818,1101
4955,1819,1819
4956,1819,1756
4957,1819,1764
4958,1819,1807
4959,1819,249
4960,1820,1820
4961,1820,1025
4962,1821,1821
4963,1822,1822
4964,1822,1519
4965,1822,1095
4966,1823,1823
4967,1824,1824
4968,1825,1825
4969,1825,1826
4970,1825,1806
4971,1825,1779
4972,1826,1826
4973,1826,1806
4974,1826,1825
4975,1826,1835
4976,1826,1779
4977,1827,1827
4978,1827,1243
4979,1828,1828
4980,1828,1097
4981,1828,1095
4982,1829,1829
4983,1830,1830
4984,1830,1749
4985,1831,1831
4986,1832,1832
4987,1832,81
4988,1832,1557
4989,1833,1833
4990,1834,1834
4991,1835,1835
4992,1835,1840
4993,1835,1806
4994,1835,1826
4995,1835,1779
4996,1836,1836
4997,1837,1837
4998,1838,1838
4999,1838,289
5000,1839,1839
5001,1839,480
5002,1839,1807
5003,1840,1840
5004,1840,1835
